timestamp,robot_id,robot_type,zone,task_type,mission_duration_s,downtime_s,battery_pct,speed_mps,temperature_c,error_code,mission_status,incident_label
2026-02-04 11:50:00,R12,forklift,A1,inventory_scan,163,5,63.58,1.443,24.27,,completed,0
2026-02-04 11:50:00,R06,carrier,B2,inventory_scan,145,35,80.92,0.895,24.78,,completed,0
2026-02-04 11:50:00,R01,picker,A1,transport,247,26,64.35,1.309,22.39,,completed,0
2026-02-04 11:50:00,R03,picker,B1,pick,184,26,82.62,1.08,22.79,,completed,0
2026-02-04 12:00:00,R07,forklift,C3,charge_transfer,343,33,78.12,1.089,27.83,,completed,0
2026-02-04 12:00:00,R07,forklift,B2,replenish,302,29,65.5,1.159,23.17,,completed,0
2026-02-04 12:00:00,R10,carrier,A1,inventory_scan,310,35,80.9,1.327,25.47,,completed,0
2026-02-04 12:00:00,R10,carrier,C2,pick,149,15,73.06,1.068,25.98,,completed,0
2026-02-04 12:00:00,R11,picker,B1,inventory_scan,241,0,68.85,0.926,25.64,,completed,0
2026-02-04 12:10:00,R01,picker,A2,transport,215,4,72.04,1.216,25.63,,completed,0
2026-02-04 12:10:00,R04,carrier,B1,inventory_scan,185,15,91.39,1.304,22.64,,completed,0
2026-02-04 12:10:00,R06,carrier,B2,transport,160,229,74.24,1.455,27.85,E_NAV_BLOCKED,completed,0
2026-02-04 12:10:00,R11,picker,A2,inventory_scan,179,0,83.84,1.447,26.3,,completed,0
2026-02-04 12:10:00,R05,carrier,C2,replenish,304,16,70.75,1.138,23.6,,completed,0
2026-02-04 12:10:00,R01,picker,D1,pick,203,17,68.3,1.088,26.77,,completed,0
2026-02-04 12:20:00,R04,carrier,A2,transport,214,18,86.09,0.913,27.26,,completed,0
2026-02-04 12:20:00,R01,picker,A1,transport,220,6,66.52,0.924,25.97,,completed,0
2026-02-04 12:30:00,R06,carrier,A1,replenish,315,8,77.13,1.356,28.59,,completed,0
2026-02-04 12:30:00,R04,carrier,A1,pick,75,112,78.2,0.948,24.19,E_BATTERY_LOW,failed,0
2026-02-04 12:30:00,R07,forklift,B2,transport,273,37,55.94,0.86,26.47,,completed,0
2026-02-04 12:30:00,R07,forklift,C1,replenish,236,95,84.99,1.108,23.79,E_LIDAR_LOST,failed,0
2026-02-04 12:30:00,R05,carrier,A1,charge_transfer,367,37,84.87,1.18,27.93,,completed,0
2026-02-04 12:30:00,R03,picker,D1,pick,157,34,76.06,1.38,26.35,,completed,0
2026-02-04 12:40:00,R10,carrier,C1,pick,192,15,68.97,0.92,24.93,,completed,0
2026-02-04 12:40:00,R04,carrier,B1,inventory_scan,230,31,82.92,1.2,24.74,,completed,0
2026-02-04 12:40:00,R04,carrier,C3,inventory_scan,138,30,86.79,1.314,24.36,,completed,0
2026-02-04 12:40:00,R04,carrier,B2,transport,313,29,74.27,1.305,24.89,,completed,0
2026-02-04 12:50:00,R07,forklift,C3,replenish,269,41,81.74,0.88,28.63,,completed,0
2026-02-04 12:50:00,R01,picker,D1,pick,195,19,79.56,1.225,22.65,,completed,0
2026-02-04 13:00:00,R09,forklift,A1,inventory_scan,204,25,71.99,0.666,24.94,,completed,0
2026-02-04 13:00:00,R01,picker,C3,pick,147,9,52.76,1.261,25.86,,completed,0
2026-02-04 13:00:00,R11,picker,D1,inventory_scan,173,11,59.64,1.134,24.55,,completed,0
2026-02-04 13:00:00,R10,carrier,C1,transport,252,29,80.71,0.718,25.16,,completed,0
2026-02-04 13:00:00,R12,forklift,B1,charge_transfer,313,24,63.6,0.948,29.43,,completed,0
2026-02-04 13:00:00,R08,forklift,C3,inventory_scan,254,0,83.89,1.129,22.69,,completed,0
2026-02-04 13:10:00,R08,forklift,C3,charge_transfer,261,35,78.42,1.071,26.1,,completed,0
2026-02-04 13:10:00,R04,carrier,B2,inventory_scan,149,17,61.43,1.307,27.1,,completed,0
2026-02-04 13:10:00,R09,forklift,D1,transport,271,11,76.42,0.697,29.42,,completed,0
2026-02-04 13:10:00,R03,picker,C3,inventory_scan,214,40,48.39,1.371,29.09,,completed,0
2026-02-04 13:10:00,R03,picker,C3,inventory_scan,167,30,90.8,1.133,27.45,,completed,0
2026-02-04 13:20:00,R06,carrier,A1,pick,174,29,68.88,1.458,24.72,,completed,0
2026-02-04 13:20:00,R04,carrier,B1,replenish,231,13,61.76,1.162,25.25,,completed,0
2026-02-04 13:20:00,R06,carrier,B1,transport,318,44,62.68,1.299,28.73,,completed,0
2026-02-04 13:20:00,R09,forklift,D1,transport,305,18,81.39,0.588,23.99,,completed,0
2026-02-04 13:20:00,R01,picker,B1,charge_transfer,260,12,57.9,1.276,25.87,,completed,0
2026-02-04 13:30:00,R01,picker,D1,inventory_scan,247,28,75.38,1.386,24.54,,completed,0
2026-02-04 13:30:00,R11,picker,C3,replenish,252,15,84.13,1.366,30.05,,completed,0
2026-02-04 13:30:00,R06,carrier,D1,pick,212,21,83.41,0.933,23.67,,completed,0
2026-02-04 13:30:00,R09,forklift,A1,charge_transfer,263,34,65.73,0.785,26.54,,completed,0
2026-02-04 13:30:00,R11,picker,D1,pick,241,71,67.8,1.289,25.26,E_MOTOR_OVERCURRENT,failed,0
2026-02-04 13:40:00,R07,forklift,C3,pick,200,36,65.59,0.828,25.78,,completed,0
2026-02-04 13:40:00,R03,picker,C2,transport,229,52,67.62,1.183,23.42,,completed,0
2026-02-04 13:40:00,R11,picker,C2,inventory_scan,265,24,69.54,1.461,25.25,,completed,0
2026-02-04 13:40:00,R04,carrier,A2,pick,201,0,70.96,1.102,25.81,,completed,0
2026-02-04 13:40:00,R11,picker,D1,transport,288,21,68.96,1.452,24.62,,completed,0
2026-02-04 13:50:00,R01,picker,C3,replenish,212,34,64.3,1.527,27.95,,completed,0
2026-02-04 13:50:00,R12,forklift,D1,inventory_scan,150,6,65.25,0.922,23.44,,completed,0
2026-02-04 14:00:00,R05,carrier,B1,inventory_scan,264,38,66.99,1.047,25.1,,completed,0
2026-02-04 14:00:00,R04,carrier,B1,charge_transfer,288,0,55.24,0.928,24.29,,completed,0
2026-02-04 14:00:00,R09,forklift,A1,transport,288,28,70.68,1.055,25.98,,completed,0
2026-02-04 14:10:00,R02,picker,D1,pick,240,15,76.55,1.121,25.79,,completed,0
2026-02-04 14:10:00,R10,carrier,C1,transport,187,24,51.57,1.19,23.22,,completed,0
2026-02-04 14:10:00,R12,forklift,B2,replenish,300,46,60.93,0.829,25.91,,completed,0
2026-02-04 14:10:00,R08,forklift,D1,charge_transfer,237,44,55.14,1.191,27.98,,completed,0
2026-02-04 14:10:00,R07,forklift,B1,charge_transfer,230,31,56.81,1.111,27.72,,completed,0
2026-02-04 14:20:00,R03,picker,C1,transport,286,44,61.11,1.45,26.92,,completed,0
2026-02-04 14:20:00,R04,carrier,D1,inventory_scan,201,55,61.62,1.2,24.2,,completed,0
2026-02-04 14:20:00,R06,carrier,D1,inventory_scan,286,13,71.62,1.228,25.86,,completed,0
2026-02-04 14:20:00,R05,carrier,B1,transport,249,17,53.88,1.017,24.09,,completed,0
2026-02-04 14:20:00,R03,picker,C2,inventory_scan,165,26,77.37,1.238,26.87,,completed,0
2026-02-04 14:30:00,R06,carrier,D1,transport,265,13,52.09,1.042,25.36,,completed,0
2026-02-04 14:30:00,R04,carrier,B2,replenish,313,233,74.66,1.115,24.07,E_BATTERY_LOW,failed,0
2026-02-04 14:30:00,R08,forklift,D1,inventory_scan,193,30,80.89,0.941,23.5,,completed,0
2026-02-04 14:40:00,R01,picker,D1,replenish,221,37,77.66,1.264,26.22,,completed,0
2026-02-04 14:40:00,R06,carrier,D1,transport,182,16,54.37,1.216,24.76,,completed,0
2026-02-04 14:40:00,R12,forklift,B2,inventory_scan,221,7,60.58,0.81,26.67,,completed,0
2026-02-04 14:40:00,R05,carrier,B2,replenish,222,29,62.58,0.984,26.64,,completed,0
2026-02-04 14:50:00,R09,forklift,B1,inventory_scan,255,16,35.23,1.004,24.65,,completed,0
2026-02-04 14:50:00,R05,carrier,B1,inventory_scan,273,13,78.75,1.358,29.63,,completed,0
2026-02-04 14:50:00,R09,forklift,A1,charge_transfer,280,371,68.95,0.806,25.04,E_SENSOR_TEMP,failed,1
2026-02-04 14:50:00,R01,picker,A1,replenish,276,20,42.62,1.303,26.29,,completed,0
2026-02-04 14:50:00,R06,carrier,C2,pick,113,22,59.35,1.257,23.5,,completed,0
2026-02-04 15:00:00,R12,forklift,B1,inventory_scan,217,21,65.7,0.866,23.77,,completed,0
2026-02-04 15:00:00,R09,forklift,A1,pick,156,22,65.04,0.732,25.07,,completed,0
2026-02-04 15:00:00,R03,picker,C2,transport,272,43,48.69,1.079,28.65,,completed,0
2026-02-04 15:00:00,R02,picker,A1,replenish,255,21,60.5,1.184,25.8,,completed,0
2026-02-04 15:00:00,R06,carrier,B1,charge_transfer,282,6,60.99,1.356,29.19,,completed,0
2026-02-04 15:10:00,R10,carrier,C1,transport,189,34,54.67,1.462,28.26,,completed,0
2026-02-04 15:10:00,R11,picker,C3,replenish,190,27,59.45,1.35,29.11,,completed,0
2026-02-04 15:10:00,R12,forklift,B2,inventory_scan,269,28,69.53,0.795,27.64,,completed,0
2026-02-04 15:20:00,R04,carrier,A1,transport,216,12,75.28,1.178,27.18,,completed,0
2026-02-04 15:20:00,R10,carrier,B1,charge_transfer,338,2,63.56,1.13,24.36,,completed,0
2026-02-04 15:20:00,R02,picker,A1,pick,135,8,45.4,1.642,24.35,,completed,0
2026-02-04 15:20:00,R01,picker,C2,replenish,257,8,66.31,0.87,23.82,,completed,0
2026-02-04 15:30:00,R01,picker,A2,transport,186,36,64.65,1.719,28.53,,completed,0
2026-02-04 15:30:00,R01,picker,D1,replenish,268,50,67.19,1.257,27.7,,completed,0
2026-02-04 15:30:00,R05,carrier,A1,inventory_scan,223,38,43.92,1.138,27.29,,completed,0
2026-02-04 15:30:00,R07,forklift,B1,pick,241,31,60.37,0.925,26.39,,completed,0
2026-02-04 15:40:00,R04,carrier,C1,pick,233,26,47.42,1.204,22.6,,completed,0
2026-02-04 15:40:00,R07,forklift,D1,replenish,255,27,58.33,0.66,26.23,,completed,0
2026-02-04 15:40:00,R09,forklift,B1,transport,232,17,53.69,0.854,25.36,,completed,0
2026-02-04 15:40:00,R08,forklift,C2,transport,291,8,62.97,1.165,28.6,,completed,0
2026-02-04 15:40:00,R02,picker,C1,replenish,275,24,54.18,0.955,28.45,,completed,0
2026-02-04 15:50:00,R10,carrier,C2,inventory_scan,244,7,60.68,0.88,24.79,,completed,0
2026-02-04 15:50:00,R12,forklift,C3,pick,166,12,66.66,1.175,25.09,,completed,0
2026-02-04 15:50:00,R03,picker,B2,transport,262,10,55.25,1.261,25.22,,completed,0
2026-02-04 16:00:00,R04,carrier,C2,charge_transfer,383,13,43.41,1.139,22.38,,completed,0
2026-02-04 16:00:00,R09,forklift,A2,charge_transfer,351,18,39.47,1.005,28.05,,completed,0
2026-02-04 16:00:00,R09,forklift,A2,replenish,279,31,55.84,1.034,27.67,,completed,0
2026-02-04 16:00:00,R07,forklift,C2,charge_transfer,295,33,56.58,0.966,30.16,,completed,0
2026-02-04 16:00:00,R08,forklift,A1,charge_transfer,347,28,64.09,0.868,27.28,,completed,0
2026-02-04 16:10:00,R12,forklift,C2,charge_transfer,393,184,39.23,0.944,29.46,E_SENSOR_TEMP,failed,0
2026-02-04 16:10:00,R12,forklift,A2,charge_transfer,289,1,47.65,0.789,28.78,,completed,0
2026-02-04 16:10:00,R10,carrier,C3,pick,221,3,49.04,1.106,30.29,,completed,0
2026-02-04 16:10:00,R09,forklift,B1,charge_transfer,267,21,51.8,1.021,30.02,,completed,0
2026-02-04 16:10:00,R03,picker,D1,transport,201,13,58.1,1.209,27.93,,completed,0
2026-02-04 16:20:00,R04,carrier,D1,charge_transfer,254,13,53.65,1.091,29.48,,completed,0
2026-02-04 16:20:00,R11,picker,D1,replenish,281,19,58.94,0.931,26.82,,completed,0
2026-02-04 16:30:00,R10,carrier,A1,charge_transfer,350,10,37.6,0.844,27.68,,completed,0
2026-02-04 16:30:00,R01,picker,C1,charge_transfer,352,26,61.9,1.184,25.74,,completed,0
2026-02-04 16:30:00,R07,forklift,B2,replenish,231,35,57.48,0.71,28.38,,completed,0
2026-02-04 16:30:00,R02,picker,B1,inventory_scan,212,29,53.41,1.37,25.52,,completed,0
2026-02-04 16:30:00,R01,picker,C2,pick,164,13,52.19,1.11,27.58,,completed,0
2026-02-04 16:30:00,R04,carrier,D1,replenish,239,22,69.13,1.289,28.41,,completed,0
2026-02-04 16:40:00,R02,picker,B1,replenish,208,29,56.76,1.264,26.77,,completed,0
2026-02-04 16:40:00,R07,forklift,C2,replenish,260,17,55.98,0.788,28.51,,completed,0
2026-02-04 16:40:00,R04,carrier,C2,charge_transfer,416,37,37.32,1.162,28.72,,completed,0
2026-02-04 16:40:00,R11,picker,B1,replenish,266,125,50.24,1.164,26.33,E_NAV_BLOCKED,failed,0
2026-02-04 16:40:00,R03,picker,A1,transport,132,31,52.35,0.94,29.12,,completed,0
2026-02-04 16:40:00,R08,forklift,D1,charge_transfer,271,12,43.09,0.606,27.77,,completed,0
2026-02-04 16:50:00,R03,picker,D1,transport,285,21,62.38,1.131,28.79,,completed,0
2026-02-04 16:50:00,R05,carrier,B2,transport,241,31,60.71,1.029,29.11,,completed,0
2026-02-04 16:50:00,R06,carrier,C3,transport,175,37,52.78,0.934,31.29,,completed,0
2026-02-04 16:50:00,R11,picker,C2,inventory_scan,156,25,65.44,1.21,26.39,,completed,0
2026-02-04 16:50:00,R05,carrier,B2,replenish,340,12,43.2,0.904,26.04,,completed,0
2026-02-04 16:50:00,R10,carrier,D1,inventory_scan,230,25,59.94,1.216,26.81,,completed,0
2026-02-04 17:00:00,R01,picker,A2,replenish,263,29,51.42,0.83,26.95,,completed,0
2026-02-04 17:00:00,R05,carrier,A1,charge_transfer,357,31,39.09,0.95,26.77,,completed,0
2026-02-04 17:00:00,R02,picker,C2,pick,204,41,52.12,1.424,28.48,,completed,0
2026-02-04 17:00:00,R01,picker,A1,pick,163,10,57.21,1.568,32.29,,completed,0
2026-02-04 17:00:00,R10,carrier,C1,inventory_scan,218,39,44.8,1.336,29.41,,completed,0
2026-02-04 17:10:00,R10,carrier,A1,replenish,295,20,69.48,1.26,30.92,,completed,0
2026-02-04 17:10:00,R07,forklift,B2,replenish,288,22,43.56,1.009,28.59,,completed,0
2026-02-04 17:10:00,R10,carrier,C3,charge_transfer,381,32,56.51,1.181,30.2,,completed,0
2026-02-04 17:10:00,R07,forklift,C3,pick,134,9,41.87,1.104,29.61,,completed,0
2026-02-04 17:10:00,R10,carrier,C3,charge_transfer,302,3,47.61,0.992,28.56,,completed,0
2026-02-04 17:10:00,R07,forklift,B2,replenish,297,9,45.2,0.951,30.08,,completed,0
2026-02-04 17:20:00,R04,carrier,A2,charge_transfer,281,16,42.82,1.063,28.21,,completed,0
2026-02-04 17:20:00,R08,forklift,C3,pick,268,27,41.11,0.902,30.67,,completed,0
2026-02-04 17:20:00,R09,forklift,B2,pick,171,15,54.1,0.928,30.09,,completed,0
2026-02-04 17:20:00,R12,forklift,A1,transport,250,16,67.13,0.807,30.4,,completed,0
2026-02-04 17:20:00,R05,carrier,B1,inventory_scan,167,9,68.51,1.249,31.82,,completed,0
2026-02-04 17:20:00,R12,forklift,B1,transport,219,29,28.29,1.054,26.95,,completed,0
2026-02-04 17:30:00,R05,carrier,B1,inventory_scan,214,0,62.18,1.241,29.81,,completed,0
2026-02-04 17:30:00,R04,carrier,A1,transport,239,29,58.24,1.063,25.75,,completed,0
2026-02-04 17:40:00,R03,picker,B2,inventory_scan,203,32,50.49,1.047,29.55,,completed,0
2026-02-04 17:40:00,R04,carrier,B1,inventory_scan,211,28,48.9,1.096,27.59,,completed,0
2026-02-04 17:40:00,R09,forklift,C3,inventory_scan,131,18,35.89,1.004,27.32,,completed,0
2026-02-04 17:50:00,R05,carrier,C3,replenish,231,14,38.21,1.141,29.96,,completed,0
2026-02-04 17:50:00,R07,forklift,C3,charge_transfer,245,23,54.4,0.988,29.87,,completed,0
2026-02-04 17:50:00,R03,picker,D1,inventory_scan,179,31,52.57,1.16,25.24,,completed,0
2026-02-04 17:50:00,R08,forklift,C3,charge_transfer,326,29,49.46,0.781,29.58,,completed,0
2026-02-04 17:50:00,R03,picker,A2,transport,189,32,42.92,1.567,29.56,,completed,0
2026-02-04 18:00:00,R08,forklift,A1,charge_transfer,300,319,47.54,1.017,30.55,E_NAV_BLOCKED,failed,1
2026-02-04 18:00:00,R05,carrier,A1,pick,205,12,31.32,0.964,28.84,,completed,0
2026-02-04 18:00:00,R06,carrier,A1,inventory_scan,212,7,38.59,0.909,25.62,,completed,0
2026-02-04 18:00:00,R09,forklift,A2,replenish,218,21,52.0,0.847,28.24,,completed,0
2026-02-04 18:00:00,R02,picker,C3,transport,203,54,48.96,1.282,30.26,,completed,0
2026-02-04 18:00:00,R07,forklift,B1,charge_transfer,319,28,37.39,0.955,28.58,,completed,0
2026-02-04 18:10:00,R04,carrier,D1,replenish,303,29,38.52,1.004,30.97,,completed,0
2026-02-04 18:10:00,R06,carrier,D1,transport,196,18,33.96,1.341,27.89,,completed,0
2026-02-04 18:20:00,R09,forklift,C1,inventory_scan,229,8,48.64,0.817,29.25,,completed,0
2026-02-04 18:20:00,R05,carrier,D1,charge_transfer,287,0,55.43,1.144,29.81,,completed,0
2026-02-04 18:20:00,R04,carrier,D1,replenish,213,21,38.12,0.975,31.63,,completed,0
2026-02-04 18:20:00,R05,carrier,A2,replenish,252,33,49.39,1.16,30.86,,completed,0
2026-02-04 18:20:00,R03,picker,C3,charge_transfer,293,30,37.83,1.228,32.4,,completed,0
2026-02-04 18:20:00,R07,forklift,B2,charge_transfer,401,6,38.04,0.964,29.59,,completed,0
2026-02-04 18:30:00,R02,picker,A2,pick,253,2,37.03,1.404,30.18,,completed,0
2026-02-04 18:30:00,R03,picker,A1,pick,253,40,41.72,1.161,29.09,,completed,0
2026-02-04 18:40:00,R01,picker,B1,transport,123,1,37.13,1.294,28.74,,completed,0
2026-02-04 18:40:00,R04,carrier,B1,charge_transfer,357,39,48.7,1.084,27.03,,completed,0
2026-02-04 18:50:00,R10,carrier,C1,replenish,310,32,49.4,0.881,27.17,,completed,0
2026-02-04 18:50:00,R06,carrier,B1,charge_transfer,317,1,47.14,0.95,27.34,,completed,0
2026-02-04 18:50:00,R05,carrier,C2,replenish,270,26,53.5,1.202,29.06,,completed,0
2026-02-04 18:50:00,R02,picker,D1,replenish,191,19,46.08,1.285,29.6,,completed,0
2026-02-04 18:50:00,R11,picker,C1,replenish,230,32,34.56,1.09,31.2,,completed,0
2026-02-04 19:00:00,R07,forklift,B1,charge_transfer,232,31,16.35,1.025,30.83,,completed,0
2026-02-04 19:00:00,R11,picker,C2,inventory_scan,228,15,25.57,1.165,30.52,,completed,0
2026-02-04 19:00:00,R06,carrier,B1,pick,101,19,44.18,0.741,28.76,,completed,0
2026-02-04 19:00:00,R11,picker,C2,transport,291,22,30.0,1.085,30.27,,completed,0
2026-02-04 19:10:00,R03,picker,C2,inventory_scan,199,29,37.89,1.013,31.57,,completed,0
2026-02-04 19:10:00,R01,picker,D1,inventory_scan,210,17,53.77,1.185,27.44,,completed,0
2026-02-04 19:10:00,R11,picker,A2,charge_transfer,341,45,43.68,0.886,27.97,,completed,0
2026-02-04 19:20:00,R05,carrier,A1,replenish,256,22,31.26,0.893,28.47,,completed,0
2026-02-04 19:20:00,R08,forklift,B2,charge_transfer,357,48,42.02,1.238,29.71,,completed,0
2026-02-04 19:20:00,R12,forklift,C1,inventory_scan,161,13,26.6,0.77,28.55,,completed,0
2026-02-04 19:20:00,R04,carrier,C3,inventory_scan,203,17,38.35,1.083,30.23,,completed,0
2026-02-04 19:30:00,R03,picker,C1,replenish,175,37,45.15,1.025,28.14,,completed,0
2026-02-04 19:30:00,R02,picker,C1,transport,226,45,53.0,1.204,29.66,,completed,0
2026-02-04 19:40:00,R05,carrier,B1,pick,84,21,53.83,0.937,29.86,,completed,0
2026-02-04 19:40:00,R08,forklift,C1,pick,243,21,36.75,1.096,30.36,,completed,0
2026-02-04 19:50:00,R02,picker,B1,replenish,249,13,40.93,1.433,28.44,,completed,0
2026-02-04 19:50:00,R06,carrier,A1,transport,273,15,48.87,0.802,27.02,,completed,0
2026-02-04 20:00:00,R10,carrier,A2,replenish,271,4,37.53,0.738,32.64,,completed,0
2026-02-04 20:00:00,R06,carrier,B2,pick,166,13,40.06,1.07,30.68,,completed,0
2026-02-04 20:00:00,R01,picker,C2,charge_transfer,272,11,40.28,1.427,33.54,,completed,0
2026-02-04 20:00:00,R08,forklift,C2,pick,136,27,32.76,1.03,30.05,,completed,0
2026-02-04 20:00:00,R01,picker,C1,replenish,296,21,27.66,0.938,29.24,,completed,0
2026-02-04 20:10:00,R06,carrier,A2,charge_transfer,338,15,31.67,1.602,31.9,,completed,0
2026-02-04 20:10:00,R10,carrier,A2,transport,244,141,16.76,1.419,34.3,E_MOTOR_OVERCURRENT,failed,0
2026-02-04 20:10:00,R04,carrier,A1,transport,140,387,28.67,1.112,33.38,E_MOTOR_OVERCURRENT,failed,1
2026-02-04 20:10:00,R11,picker,C1,pick,267,29,27.2,1.066,32.91,,completed,0
2026-02-04 20:10:00,R05,carrier,A1,replenish,248,8,54.34,1.027,32.34,,completed,0
2026-02-04 20:10:00,R05,carrier,B1,inventory_scan,210,34,36.04,0.959,34.15,,completed,0
2026-02-04 20:20:00,R11,picker,A1,charge_transfer,418,0,37.18,1.469,33.32,,completed,1
2026-02-04 20:20:00,R09,forklift,C1,inventory_scan,231,38,32.75,0.651,31.31,,completed,0
2026-02-04 20:30:00,R04,carrier,C1,transport,271,0,50.32,0.899,34.27,,completed,0
2026-02-04 20:30:00,R05,carrier,D1,pick,182,31,21.78,1.074,32.32,,completed,0
2026-02-04 20:30:00,R11,picker,A2,replenish,259,18,36.14,1.547,30.8,,completed,0
2026-02-04 20:30:00,R02,picker,A1,replenish,281,22,30.0,0.918,29.67,,completed,0
2026-02-04 20:30:00,R12,forklift,A2,transport,182,27,30.19,0.804,32.14,,completed,0
2026-02-04 20:40:00,R04,carrier,B2,charge_transfer,323,22,46.59,1.11,28.88,,completed,0
2026-02-04 20:40:00,R01,picker,D1,inventory_scan,193,19,32.14,1.323,32.3,,completed,0
2026-02-04 20:40:00,R09,forklift,A2,inventory_scan,214,31,35.07,0.993,28.85,,completed,0
2026-02-04 20:40:00,R07,forklift,C1,replenish,318,0,24.81,1.16,30.65,,completed,0
2026-02-04 20:50:00,R02,picker,C1,transport,230,42,51.92,1.212,27.52,,completed,0
2026-02-04 20:50:00,R01,picker,A2,inventory_scan,189,53,38.53,1.36,30.16,,completed,0
2026-02-04 20:50:00,R10,carrier,B1,charge_transfer,358,18,28.93,1.098,30.55,,completed,0
2026-02-04 21:00:00,R06,carrier,A1,charge_transfer,391,28,31.1,0.994,31.95,,completed,0
2026-02-04 21:00:00,R11,picker,C2,pick,200,14,18.34,1.423,29.16,,completed,0
2026-02-04 21:00:00,R04,carrier,C2,charge_transfer,321,31,32.78,1.171,35.83,,completed,0
2026-02-04 21:00:00,R08,forklift,C3,inventory_scan,158,0,36.62,0.948,33.54,,completed,0
2026-02-04 21:00:00,R12,forklift,B2,replenish,264,18,27.91,1.189,31.48,,completed,0
2026-02-04 21:00:00,R04,carrier,A2,transport,268,27,41.38,0.986,33.42,,completed,0
2026-02-04 21:10:00,R01,picker,D1,transport,235,25,16.86,1.243,30.39,,completed,0
2026-02-04 21:10:00,R06,carrier,A2,pick,169,21,23.87,1.097,29.73,,completed,0
2026-02-04 21:10:00,R08,forklift,B1,pick,140,26,27.84,0.71,25.77,,completed,0
2026-02-04 21:20:00,R04,carrier,B2,replenish,243,13,23.69,1.248,32.52,,completed,0
2026-02-04 21:20:00,R12,forklift,B2,transport,305,49,16.67,0.866,28.3,,completed,0
2026-02-04 21:20:00,R01,picker,B1,transport,265,9,37.1,1.274,32.25,,completed,0
2026-02-04 21:30:00,R03,picker,C3,pick,231,34,16.8,1.393,33.98,,completed,0
2026-02-04 21:30:00,R10,carrier,C2,charge_transfer,262,18,22.22,1.616,34.68,,completed,0
2026-02-04 21:40:00,R08,forklift,C1,transport,163,176,29.2,0.918,32.42,E_LIDAR_LOST,failed,0
2026-02-04 21:40:00,R10,carrier,A2,replenish,226,0,44.46,1.024,32.21,,completed,0
2026-02-04 21:40:00,R11,picker,B1,pick,193,2,18.47,1.261,30.83,,completed,0
2026-02-04 21:40:00,R04,carrier,A2,transport,236,39,28.95,1.087,30.27,,completed,0
2026-02-04 21:40:00,R08,forklift,B2,replenish,218,42,31.67,0.807,29.83,,completed,0
2026-02-04 21:40:00,R12,forklift,C2,charge_transfer,326,19,35.84,1.074,31.88,,completed,0
2026-02-04 21:50:00,R12,forklift,A1,pick,114,34,22.93,1.035,33.97,,completed,0
2026-02-04 21:50:00,R09,forklift,C2,pick,113,8,50.32,0.659,31.84,,completed,0
2026-02-04 22:00:00,R09,forklift,C1,transport,183,5,24.54,1.044,32.6,,completed,0
2026-02-04 22:00:00,R02,picker,B1,replenish,250,19,26.32,1.117,32.51,,completed,0
2026-02-04 22:10:00,R08,forklift,A1,pick,203,14,24.25,0.94,31.72,,completed,0
2026-02-04 22:10:00,R09,forklift,B1,charge_transfer,251,35,31.95,1.014,31.1,,completed,0
2026-02-04 22:10:00,R06,carrier,A1,transport,206,37,22.77,0.842,32.88,,completed,0
2026-02-04 22:10:00,R04,carrier,C3,inventory_scan,151,113,27.28,0.919,35.0,E_MOTOR_OVERCURRENT,completed,0
2026-02-04 22:10:00,R09,forklift,B1,replenish,266,25,31.33,1.038,32.39,,completed,0
2026-02-04 22:20:00,R12,forklift,A1,transport,257,15,20.81,0.851,30.76,,completed,0
2026-02-04 22:20:00,R04,carrier,B2,charge_transfer,283,18,23.65,0.991,30.6,,completed,0
2026-02-04 22:20:00,R11,picker,C1,replenish,240,11,20.4,1.215,29.09,,completed,0
2026-02-04 22:20:00,R07,forklift,B1,transport,248,21,21.78,0.873,28.19,,completed,0
2026-02-04 22:20:00,R07,forklift,C1,charge_transfer,293,30,34.82,1.312,34.34,,completed,0
2026-02-04 22:20:00,R04,carrier,C2,transport,324,14,19.22,1.229,31.47,,completed,0
2026-02-04 22:30:00,R05,carrier,A1,replenish,210,16,15.96,0.929,31.58,,completed,0
2026-02-04 22:30:00,R06,carrier,B1,charge_transfer,283,0,14.09,1.024,29.93,,completed,0
2026-02-04 22:30:00,R04,carrier,B2,replenish,278,38,3.02,1.037,35.28,,completed,1
2026-02-04 22:30:00,R02,picker,C3,replenish,298,0,30.48,1.49,30.28,,completed,0
2026-02-04 22:40:00,R10,carrier,B2,replenish,270,31,28.67,0.959,29.57,,completed,0
2026-02-04 22:40:00,R04,carrier,A1,charge_transfer,292,0,33.63,1.488,29.39,,completed,0
2026-02-04 22:50:00,R02,picker,D1,inventory_scan,199,112,24.33,1.007,33.88,E_BATTERY_LOW,failed,0
2026-02-04 22:50:00,R01,picker,A2,transport,283,22,25.58,1.418,30.89,,completed,0
2026-02-04 22:50:00,R12,forklift,D1,transport,145,1,33.55,0.618,31.34,,completed,0
2026-02-04 22:50:00,R10,carrier,B2,charge_transfer,331,28,14.03,1.141,34.28,,completed,0
2026-02-04 22:50:00,R10,carrier,C1,pick,129,31,26.79,1.069,30.48,,completed,0
2026-02-04 23:00:00,R04,carrier,B1,replenish,259,14,31.47,1.03,31.57,,completed,0
2026-02-04 23:00:00,R01,picker,C1,replenish,258,0,28.06,1.227,30.57,,completed,0
2026-02-04 23:00:00,R06,carrier,B2,charge_transfer,304,41,28.75,1.39,31.71,,completed,0
